8,8,-1
7,7,1
8,9,-1
8,7,1
6,7,-1
7,8,1
7,6,-1
9,6,1
10,5,-1
6,9,1
5,10,-1
5,8,1
7,10,-1
9,8,1
9,7,-1
6,10,1
10,6,-1
11,5,1
10,4,-1
10,7,1
11,8,-1
6,11,1
6,12,-1
5,9,1
7,11,-1
4,9,1
3,9,-1
6,8,1
4,10,-1
5,11,1
7,12,-1
7,13,1
8,10,-1
5,13,1
4,12,-1
5,12,1
6,13,-1
3,8,1
4,8,-1
8,6,1
9,5,-1
2,10,1
8,11,-1
8,12,1
9,10,-1
5,14,1
10,9,-1
